Date,Humidity,Pressure,WindSpeed,PreviousTemp,Temperature
2021-05-13,50.31,1011.42,3.32,32.76,24.93
2021-05-14,46.72,1009.09,7.22,32.22,28.15
2021-05-15,62.83,1010.17,8.16,35.81,31.28
2021-05-16,69.67,1012.09,6.59,30.55,23.28
2021-05-17,46.47,1005.53,5.67,34.27,30.75
2021-05-18,60.16,1004.06,13.65,30.39,23.36
2021-05-19,51.62,1001.63,11.14,35.84,26.66
2021-05-20,52.73,1002.86,13.52,33.02,25.77
2021-05-21,51.95,1021.68,14.76,36.46,30.54
2021-05-22,50.01,1013.09,13.06,34.84,26.95
2021-05-23,56.36,1000.06,14.63,31.15,23.58
2021-05-24,50.17,1000.15,11.72,37.05,30.11
2021-05-25,57.85,1009.11,7.25,37.41,29.61
2021-05-26,55.57,1009.39,16.23,36.01,28.83
2021-05-27,54.22,1009.35,9.64,32.46,26.46
2021-05-28,49.5,1005.28,8.26,33.53,27.92
2021-05-29,51.79,1005.88,11.29,34.59,27.08
2021-05-30,61.09,1008.1,8.35,32.79,26.21
2021-05-31,59.28,1006.85,10.33,38.12,28.49
2021-06-01,48.9,995.29,13.38,34.77,29.2
2021-06-02,56.42,1005.2,13.39,28.56,21.92
2021-06-03,60.96,1002.05,8.41,35.31,29.01
2021-06-04,43.99,1007.15,10.05,33.84,27.56
2021-06-05,59.46,1021.17,16.3,34.49,27.28
2021-06-06,51.0,1008.05,13.99,33.89,26.41
2021-06-07,59.61,1004.62,20.3,36.51,26.33
2021-06-08,50.26,1010.77,16.72,37.24,27.12
2021-06-09,42.95,1008.55,16.58,35.43,27.24
2021-06-10,44.18,1008.21,6.45,34.1,27.93
2021-06-11,55.89,1009.12,15.06,34.78,27.53
2021-06-12,57.36,1016.35,11.79,34.94,29.04
2021-06-13,49.21,1000.4,9.8,33.16,26.19
2021-06-14,60.0,1008.41,12.67,36.21,26.98
2021-06-15,43.89,1001.4,15.78,35.97,26.9
2021-06-16,55.05,1008.8,14.0,38.36,30.59
2021-06-17,47.03,1001.42,8.49,37.75,32.19
2021-06-18,50.94,1003.92,14.97,33.48,28.21
2021-06-19,55.83,1004.53,9.45,36.8,29.94
2021-06-20,49.48,1010.88,12.87,32.91,27.47
2021-06-21,52.81,1010.59,10.79,36.53,31.35
2021-06-22,62.55,999.77,11.12,33.86,26.52
2021-06-23,51.47,1006.28,15.06,32.74,26.89
2021-06-24,61.36,1002.47,7.84,35.6,27.36
2021-06-25,47.61,999.73,19.78,29.08,21.38
2021-06-26,59.23,1004.95,4.72,31.1,24.15
2021-06-27,65.62,1004.5,9.61,34.54,26.59
2021-06-28,38.24,1018.19,13.48,35.09,29.37
2021-06-29,49.97,1008.24,14.34,34.08,29.75
2021-06-30,59.6,999.21,11.6,31.39,24.59
2021-07-01,54.15,1003.29,11.77,33.03,27.75
2021-07-02,58.19,1011.25,13.64,35.66,27.31
2021-07-03,51.38,1016.61,11.08,36.04,28.66
2021-07-04,56.23,998.26,17.57,34.69,24.9
2021-07-05,54.55,996.82,15.36,37.23,27.76
2021-07-06,63.84,1015.61,15.49,35.51,27.99
2021-07-07,57.47,1008.23,8.14,32.95,26.34
2021-07-08,58.07,1001.98,11.68,33.92,27.74
2021-07-09,52.85,1009.03,10.8,31.4,25.63
2021-07-10,52.34,993.22,7.98,34.19,26.74
2021-07-11,52.75,1006.46,13.44,36.82,31.81
2021-07-12,58.57,1008.12,9.85,35.82,28.05
2021-07-13,52.89,1011.15,14.62,37.33,30.93
2021-07-14,57.9,1001.5,7.72,33.51,26.01
2021-07-15,70.43,1007.05,18.88,37.07,28.29
2021-07-16,62.03,1002.05,8.41,33.61,27.44
2021-07-17,53.68,1008.0,12.88,37.2,29.58
2021-07-18,64.41,1002.3,15.17,33.84,22.62
2021-07-19,53.18,1004.79,9.72,35.36,28.21
2021-07-20,41.81,1001.91,15.41,36.97,31.31
2021-07-21,49.06,1010.21,7.08,33.21,28.02
2021-07-22,43.06,1011.31,17.81,34.03,28.16
2021-07-23,53.73,1005.9,12.06,36.3,26.42
2021-07-24,56.36,1007.33,9.61,33.07,25.43
2021-07-25,68.01,999.97,10.8,30.37,23.7
2021-07-26,58.61,1005.78,15.24,37.89,29.69
2021-07-27,54.83,1007.1,9.66,32.04,27.31
2021-07-28,62.22,1020.52,9.0,33.32,26.33
2021-07-29,40.98,1001.93,11.11,35.41,29.52
2021-07-30,58.16,1014.89,7.29,31.42,25.46
2021-07-31,61.95,1012.63,19.28,30.43,22.12
2021-08-01,46.26,1009.13,9.73,33.1,24.3
2021-08-02,64.67,1016.6,15.33,28.48,22.77
2021-08-03,59.08,1009.75,12.84,31.67,25.18
2021-08-04,53.86,1009.91,8.06,32.73,25.71
2021-08-05,61.25,1007.79,11.98,31.47,22.54
2021-08-06,72.77,1014.26,15.14,28.55,22.38
2021-08-07,58.2,1013.71,11.25,35.33,27.55
2021-08-08,58.73,1005.19,16.77,31.92,25.43
2021-08-09,53.83,1001.81,16.09,34.71,29.49
2021-08-10,51.16,1007.48,15.68,30.86,21.92
2021-08-11,62.98,1004.59,10.16,29.36,22.13
2021-08-12,51.23,1008.37,7.68,31.76,25.74
2021-08-13,57.79,1014.97,9.55,30.56,26.56
2021-08-14,54.01,1006.59,12.78,28.3,20.71
2021-08-15,60.76,1008.76,14.18,33.99,28.86
2021-08-16,59.81,1009.36,3.31,29.24,24.07
2021-08-17,64.8,1013.42,11.97,26.42,20.77
2021-08-18,54.03,998.04,12.63,33.24,25.9
2021-08-19,55.78,1006.34,10.89,29.07,22.83
2021-08-20,50.89,1010.54,17.17,28.69,24.5
2021-08-21,54.69,1015.59,13.69,25.99,19.93
2021-08-22,60.51,1007.23,17.24,33.56,26.22
2021-08-23,63.24,1000.41,11.14,26.74,20.42
2021-08-24,51.56,1013.0,15.75,29.55,22.9
2021-08-25,64.17,1006.84,18.54,31.27,27.08
2021-08-26,67.64,1004.17,17.25,30.04,23.12
2021-08-27,61.12,1007.11,7.63,28.82,23.87
2021-08-28,71.43,1009.42,10.99,25.05,20.82
2021-08-29,52.95,1007.43,10.62,26.85,20.23
2021-08-30,49.72,999.54,13.96,28.89,25.58
2021-08-31,46.06,1015.17,14.75,26.58,19.08
2021-09-01,69.06,1017.17,8.64,28.6,21.5
2021-09-02,63.24,1014.17,12.27,29.49,22.63
2021-09-03,58.34,1005.34,3.92,29.94,25.1
2021-09-04,60.76,1010.13,17.77,24.96,19.89
2021-09-05,51.0,1011.22,9.95,32.32,26.13
2021-09-06,76.08,1014.37,12.22,29.01,21.85
2021-09-07,59.93,1014.83,10.76,27.15,20.68
2021-09-08,59.87,1007.94,16.58,29.38,20.94
2021-09-09,64.26,1012.14,1.0,32.02,26.75
2021-09-10,62.63,1014.13,11.93,23.48,19.88
2021-09-11,60.9,1019.24,11.58,25.98,23.16
2021-09-12,53.88,1015.61,10.19,21.08,17.1
2021-09-13,62.79,1016.15,18.9,26.56,21.58
2021-09-14,72.74,1012.74,8.45,26.77,20.4
2021-09-15,69.06,1019.5,15.09,25.71,21.52
2021-09-16,70.87,1014.61,13.43,24.18,20.05
2021-09-17,56.22,1008.38,17.05,20.94,17.35
2021-09-18,52.95,1019.82,9.33,26.1,21.57
2021-09-19,59.07,1016.41,9.07,28.31,24.28
2021-09-20,60.42,1010.83,16.38,23.64,19.65
2021-09-21,67.77,1010.77,13.7,25.73,19.05
2021-09-22,48.34,1014.77,5.82,21.14,17.22
2021-09-23,70.97,1015.72,9.84,25.43,19.55
2021-09-24,59.23,1014.51,13.55,23.38,21.03
2021-09-25,57.43,1015.2,15.35,22.4,19.86
2021-09-26,53.41,1022.27,9.28,22.23,17.82
2021-09-27,48.99,1019.24,1.0,22.87,19.14
2021-09-28,66.41,1014.96,14.09,24.41,20.85
2021-09-29,61.24,1018.83,7.12,20.51,16.0
2021-09-30,51.77,1009.08,3.93,22.35,20.18
2021-10-01,51.81,1016.35,1.0,22.96,19.61
2021-10-02,58.6,1023.53,15.26,20.47,19.25
2021-10-03,72.71,1013.51,12.51,26.67,19.4
2021-10-04,59.28,1010.48,11.1,20.67,18.67
2021-10-05,50.65,1011.57,17.56,20.91,17.8
2021-10-06,59.53,1009.5,14.55,20.07,16.75
2021-10-07,59.42,1011.14,18.47,26.01,17.88
2021-10-08,42.52,1013.32,6.43,23.11,17.87
2021-10-09,61.09,1008.26,11.86,19.67,15.9
2021-10-10,59.93,1015.48,5.53,24.0,20.44
2021-10-11,66.49,1020.03,11.08,21.85,16.27
2021-10-12,74.63,1011.09,11.01,21.81,15.38
2021-10-13,69.65,1023.34,14.51,20.33,16.94
2021-10-14,59.95,1018.4,12.18,19.28,17.0
2021-10-15,54.16,1021.11,14.49,21.52,18.06
2021-10-16,79.99,1012.78,14.81,19.42,15.4
2021-10-17,62.46,1020.45,20.62,24.46,17.66
2021-10-18,62.21,1010.82,10.74,17.52,14.25
2021-10-19,62.01,1020.84,8.24,23.54,21.71
2021-10-20,63.63,1017.35,12.98,19.76,16.32
2021-10-21,61.3,1019.36,8.79,20.52,17.52
2021-10-22,58.36,1010.82,17.93,21.55,20.34
2021-10-23,58.62,1012.33,10.87,18.18,13.69
2021-10-24,62.28,1019.89,9.74,21.33,18.84
2021-10-25,58.77,1012.26,10.11,13.33,14.23
2021-10-26,57.65,1019.42,14.87,17.56,14.61
2021-10-27,63.44,1010.36,11.37,16.97,15.27
2021-10-28,60.97,1021.53,9.43,16.11,12.95
2021-10-29,73.35,1011.22,18.66,18.26,12.84
2021-10-30,44.32,1020.24,8.58,19.45,18.49
2021-10-31,70.58,1020.7,12.14,20.01,17.06
2021-11-01,71.72,1014.18,14.61,18.87,16.17
2021-11-02,48.54,1020.66,5.47,16.75,18.01
2021-11-03,60.71,1019.14,13.92,18.9,15.73
2021-11-04,60.57,1015.23,7.78,18.24,17.28
2021-11-05,53.37,1012.97,15.29,19.9,16.39
2021-11-06,57.83,1008.28,8.15,19.43,17.74
2021-11-07,55.55,1019.92,14.77,17.67,15.58
2021-11-08,75.64,1010.43,16.42,15.52,12.31
2021-11-09,69.98,1018.81,15.45,15.94,13.37
2021-11-10,72.38,1017.09,13.01,16.06,10.77
2021-11-11,68.58,1021.88,11.07,16.47,12.29
2021-11-12,55.67,1017.05,9.69,17.64,15.73
2021-11-13,59.95,1016.99,17.88,18.53,13.04
2021-11-14,67.09,1022.36,9.2,16.74,15.31
2021-11-15,55.16,1020.45,7.85,16.79,16.4
2021-11-16,68.75,1020.42,14.66,16.97,14.19
2021-11-17,62.11,1021.25,8.82,15.43,12.22
2021-11-18,61.21,1011.29,8.2,14.44,14.58
2021-11-19,68.85,1022.82,6.23,12.52,13.95
2021-11-20,67.03,1022.15,10.07,14.77,12.93
2021-11-21,61.43,1014.07,11.67,17.25,15.27
2021-11-22,72.11,1017.99,12.97,14.59,12.11
2021-11-23,56.46,1019.07,15.81,15.53,14.27
2021-11-24,68.37,1018.64,14.11,17.01,13.66
2021-11-25,68.24,1021.04,11.24,17.05,14.11
2021-11-26,61.96,1026.57,11.21,13.46,13.42
2021-11-27,66.44,1024.87,14.04,17.96,17.9
2021-11-28,55.43,1012.95,17.09,18.18,13.47
2021-11-29,70.68,1022.66,12.51,13.16,10.97
2021-11-30,62.94,1026.24,10.12,13.77,10.93
2021-12-01,60.6,1021.57,8.03,18.15,17.9
2021-12-02,71.63,1025.12,6.22,15.15,12.28
2021-12-03,59.38,1029.77,14.67,10.54,8.29
2021-12-04,54.47,1024.86,14.31,12.29,12.53
2021-12-05,53.46,1021.02,14.31,14.78,15.73
2021-12-06,68.61,1025.03,11.49,12.73,11.98
2021-12-07,55.43,1020.55,17.63,14.34,12.97
2021-12-08,76.69,1019.97,10.06,15.28,12.8
2021-12-09,49.85,1018.12,15.82,18.39,17.98
2021-12-10,76.31,1027.72,11.85,14.51,10.7
2021-12-11,65.92,1015.83,9.57,17.48,14.48
2021-12-12,63.78,1027.6,14.37,18.24,14.73
2021-12-13,60.65,1022.45,13.64,18.23,13.95
2021-12-14,67.27,1012.97,13.43,15.68,12.4
2021-12-15,64.22,1021.81,12.33,10.72,11.3
2021-12-16,72.21,1009.48,11.85,16.04,13.45
2021-12-17,65.29,1023.12,21.55,17.32,14.66
2021-12-18,65.55,1024.42,16.74,14.83,12.63
2021-12-19,61.95,1017.04,14.89,18.84,16.22
2021-12-20,64.1,1020.62,12.45,16.89,13.23
2021-12-21,66.65,1029.77,16.03,16.25,13.19
2021-12-22,52.53,1017.47,14.07,17.4,15.58
2021-12-23,55.06,1014.7,12.1,15.75,14.38
2021-12-24,69.69,1027.39,10.79,9.54,9.28
2021-12-25,65.68,1029.79,11.68,13.94,12.17
2021-12-26,63.19,1019.98,1.0,17.69,15.32
2021-12-27,64.6,1025.01,12.84,13.3,15.84
2021-12-28,66.89,1026.64,10.05,14.6,13.95
2021-12-29,60.67,1016.2,18.37,12.82,11.54
2021-12-30,58.98,1017.47,12.08,19.07,15.88
2021-12-31,65.79,1026.03,7.24,18.88,15.56
2022-01-01,57.55,1028.27,11.8,13.28,12.3
2022-01-02,67.24,1022.63,7.82,15.59,13.89
2022-01-03,52.45,1015.39,13.89,13.8,10.26
2022-01-04,71.55,1029.69,13.16,16.7,11.71
2022-01-05,67.63,1017.07,15.83,16.51,12.51
2022-01-06,66.09,1018.02,8.84,17.23,14.83
2022-01-07,71.16,1021.37,12.14,16.22,12.96
2022-01-08,75.91,1027.39,6.54,22.0,19.6
2022-01-09,71.33,1023.85,14.81,13.34,9.11
2022-01-10,51.31,1021.61,14.08,11.9,10.62
2022-01-11,55.22,1021.81,13.98,14.86,15.41
2022-01-12,59.77,1019.66,12.01,12.34,11.52
2022-01-13,64.29,1022.19,13.66,12.58,12.25
2022-01-14,67.7,1006.7,18.42,13.73,13.47
2022-01-15,58.97,1017.81,10.86,13.98,11.72
2022-01-16,65.32,1020.45,12.55,13.98,11.93
2022-01-17,58.69,1013.43,7.66,17.3,14.81
2022-01-18,59.66,1021.06,8.53,15.13,11.14
2022-01-19,54.06,1018.05,12.39,15.93,13.9
2022-01-20,57.4,1027.79,16.42,18.38,16.92
2022-01-21,54.36,1026.81,10.97,14.82,14.56
2022-01-22,56.95,1016.55,11.06,16.02,15.0
2022-01-23,71.11,1018.06,10.37,17.5,13.74
2022-01-24,57.05,1018.38,9.86,12.52,10.97
2022-01-25,82.08,1016.42,13.18,11.64,10.51
2022-01-26,67.06,1019.58,6.01,17.75,14.49
2022-01-27,64.85,1014.74,17.12,18.18,14.96
2022-01-28,57.5,1012.81,9.34,21.74,18.51
2022-01-29,68.36,1021.5,14.89,17.66,16.21
2022-01-30,59.38,1021.45,6.92,19.22,18.05
2022-01-31,64.21,1014.2,14.68,17.1,12.36
2022-02-01,81.23,1022.62,14.69,18.3,12.25
2022-02-02,62.58,1014.9,13.54,21.44,18.15
2022-02-03,71.25,1019.24,8.02,13.21,11.28
2022-02-04,58.22,1022.0,13.0,18.92,15.6
2022-02-05,62.85,1017.64,7.27,22.83,20.29
2022-02-06,75.43,1019.99,10.99,18.88,15.13
2022-02-07,58.59,1015.05,16.12,22.02,18.01
2022-02-08,75.6,1016.56,15.19,17.13,14.19
2022-02-09,67.81,1016.42,12.06,18.58,14.6
2022-02-10,58.86,1013.62,8.1,18.86,18.28
2022-02-11,67.16,1016.37,14.58,14.04,10.65
2022-02-12,69.48,1009.42,12.08,16.49,14.09
2022-02-13,66.96,1014.61,2.72,16.78,16.42
2022-02-14,51.56,1015.54,15.13,21.14,16.18
2022-02-15,57.39,1015.58,11.9,21.4,17.49
2022-02-16,60.69,1015.56,16.81,20.34,18.0
2022-02-17,61.83,1016.35,7.62,21.58,19.59
2022-02-18,66.63,1018.96,1.0,19.56,16.62
2022-02-19,63.46,1020.83,13.12,22.71,17.5
2022-02-20,52.81,1013.1,13.17,20.23,18.54
2022-02-21,64.75,1010.23,5.24,20.49,18.61
2022-02-22,66.29,1010.93,8.09,19.94,14.83
2022-02-23,65.86,1013.59,23.02,22.18,15.31
2022-02-24,69.44,1014.16,10.78,19.9,16.24
2022-02-25,67.64,1011.96,14.92,23.14,18.84
2022-02-26,64.95,1009.22,9.4,18.66,14.98
2022-02-27,61.17,1013.31,3.64,18.89,17.31
2022-02-28,49.96,1016.38,11.32,22.98,18.82
2022-03-01,64.53,1018.34,10.94,21.43,14.81
2022-03-02,62.9,1012.46,10.4,20.79,16.54
2022-03-03,63.27,1013.07,11.54,23.91,19.32
2022-03-04,52.36,1010.38,13.06,20.78,17.29
2022-03-05,53.66,1014.75,11.4,21.84,17.07
2022-03-06,68.52,1010.54,6.94,25.53,17.91
2022-03-07,60.8,1017.54,13.94,26.0,20.21
2022-03-08,65.77,1005.62,4.2,26.24,22.24
2022-03-09,61.12,1012.64,3.8,22.33,20.51
2022-03-10,61.05,1015.82,14.96,25.83,22.14
2022-03-11,67.34,1015.12,14.03,21.2,15.76
2022-03-12,57.08,1027.54,11.77,21.46,16.88
2022-03-13,61.29,1015.71,6.42,18.46,16.6
2022-03-14,57.3,1008.82,9.17,27.48,23.17
2022-03-15,57.42,1013.24,10.95,22.07,18.95
2022-03-16,58.22,1004.72,5.62,23.86,17.21
2022-03-17,61.86,1013.08,9.04,22.31,17.27
2022-03-18,56.88,1009.2,14.61,26.01,20.86
2022-03-19,68.95,1017.82,17.71,23.83,19.0
2022-03-20,53.82,1010.37,10.32,21.96,19.6
2022-03-21,58.69,1012.42,15.03,25.97,20.97
2022-03-22,56.84,1009.7,4.34,22.02,19.29
2022-03-23,69.97,1021.45,14.64,23.5,18.52
2022-03-24,61.14,1011.03,8.78,20.88,18.27
2022-03-25,66.91,1021.68,13.23,22.55,18.5
2022-03-26,49.21,1016.47,11.01,26.25,22.27
2022-03-27,61.41,1014.69,17.28,21.71,17.04
2022-03-28,65.69,1014.0,8.5,22.94,18.72
2022-03-29,59.96,1014.01,14.51,26.37,21.69
2022-03-30,66.76,1002.28,10.88,25.35,20.06
2022-03-31,55.61,1010.41,11.37,31.09,25.45
2022-04-01,69.02,1015.91,11.26,30.92,25.67
2022-04-02,75.17,1011.32,8.62,25.14,19.69
2022-04-03,56.46,1004.42,11.94,28.44,21.91
2022-04-04,55.81,1011.07,11.75,29.03,24.59
2022-04-05,69.03,1019.73,12.96,26.24,18.76
2022-04-06,69.83,1017.33,12.34,24.43,17.74
2022-04-07,55.04,1010.67,15.19,27.86,22.8
2022-04-08,55.69,1015.62,15.69,27.67,22.96
2022-04-09,56.58,1008.92,7.8,27.25,20.73
2022-04-10,49.07,1002.12,15.48,29.35,23.14
2022-04-11,51.98,1005.9,7.25,26.88,21.62
2022-04-12,51.31,1018.23,14.35,26.16,21.11
2022-04-13,52.89,1008.93,14.48,29.09,24.66
2022-04-14,57.95,1008.97,4.35,29.86,25.31
2022-04-15,59.76,1008.58,12.37,26.58,21.21
2022-04-16,68.91,1019.49,10.13,31.37,23.75
2022-04-17,51.0,1017.99,8.96,25.58,20.02
2022-04-18,64.81,1020.85,17.4,28.36,23.92
2022-04-19,56.35,1008.86,9.39,29.22,24.42
2022-04-20,57.43,1011.02,8.77,28.53,22.27
2022-04-21,62.44,1001.86,12.3,28.84,23.39
2022-04-22,49.79,1016.72,14.74,34.35,27.59
2022-04-23,60.26,1003.4,11.43,28.5,22.13
2022-04-24,58.68,1010.22,16.67,35.89,28.3
2022-04-25,60.9,1003.55,14.12,31.63,23.52
2022-04-26,59.41,1005.99,3.29,31.01,24.65
2022-04-27,74.51,1004.65,9.88,31.99,24.19
2022-04-28,52.8,1005.7,9.75,36.65,28.51
2022-04-29,53.49,1005.95,13.92,29.03,24.17
2022-04-30,52.78,1005.81,1.5,28.89,26.67
2022-05-01,53.19,1012.63,22.2,29.82,22.45
2022-05-02,52.56,1002.85,14.12,31.68,23.01
2022-05-03,65.29,1009.38,12.6,27.94,19.18
2022-05-04,66.85,1014.28,16.73,31.92,24.14
2022-05-05,52.86,1005.54,21.37,35.72,26.69
2022-05-06,50.97,1004.43,15.48,32.45,26.06
2022-05-07,60.05,1006.78,15.8,31.59,24.66
2022-05-08,52.83,1013.75,12.52,30.99,23.02
2022-05-09,61.07,1008.74,11.43,34.44,24.51
2022-05-10,58.01,1005.04,10.1,30.76,24.85
2022-05-11,45.93,1010.04,8.7,36.75,30.18
2022-05-12,67.32,1002.03,9.25,37.05,27.67
2022-05-13,69.01,1010.87,6.6,33.47,23.83
2022-05-14,52.11,1009.44,11.7,32.98,27.15
2022-05-15,53.64,1005.78,5.26,35.38,30.2
2022-05-16,58.31,1003.06,12.76,35.62,28.02
2022-05-17,58.6,1002.75,11.85,31.53,23.66
2022-05-18,60.83,1009.79,12.59,32.24,25.3
2022-05-19,70.25,1013.2,9.91,30.59,21.84
2022-05-20,54.9,1003.8,24.31,34.48,27.59
2022-05-21,50.51,1009.22,17.44,35.14,27.86
2022-05-22,46.4,996.44,7.02,30.79,23.1
2022-05-23,50.91,1003.89,12.93,32.84,25.87
2022-05-24,55.76,1006.6,9.57,30.95,25.47
2022-05-25,68.52,1002.16,7.94,32.02,24.18
2022-05-26,52.3,1001.97,6.64,35.28,28.0
2022-05-27,57.45,1003.26,13.73,32.52,23.84
2022-05-28,55.74,1008.02,9.27,33.54,27.54
2022-05-29,64.15,1005.57,15.87,30.69,22.63
2022-05-30,73.49,995.27,15.98,34.75,22.53
2022-05-31,52.06,995.82,17.5,34.3,26.13
2022-06-01,52.32,1003.35,8.59,32.85,27.76
2022-06-02,63.03,1008.63,13.9,34.09,25.76
2022-06-03,60.47,992.57,14.53,34.96,28.82
2022-06-04,68.6,1003.78,10.1,32.82,25.61
2022-06-05,59.74,1003.61,8.91,31.41,25.28
2022-06-06,53.12,1013.15,18.44,38.67,29.96
2022-06-07,59.75,1004.26,12.91,33.35,25.84
2022-06-08,63.36,1008.07,14.54,34.56,26.16
2022-06-09,61.33,1006.84,8.71,37.04,28.48
2022-06-10,59.12,995.46,7.12,42.61,33.54
2022-06-11,63.02,1009.93,9.72,32.13,24.01
2022-06-12,63.73,1007.15,11.5,35.89,26.25
2022-06-13,65.21,1008.6,7.74,33.36,24.59
2022-06-14,60.07,1025.67,11.96,33.76,29.58
2022-06-15,54.35,995.61,5.25,33.37,27.43
2022-06-16,56.54,1014.64,7.52,32.5,26.72
2022-06-17,63.95,1004.57,14.68,34.89,25.2
2022-06-18,49.79,1007.44,14.42,31.75,26.37
2022-06-19,58.08,1005.77,10.43,37.08,28.85
2022-06-20,52.75,1003.88,7.93,35.12,28.44
2022-06-21,55.7,1003.15,7.89,35.93,27.22
2022-06-22,64.45,1007.65,10.51,33.97,26.51
2022-06-23,56.84,998.42,14.58,34.18,25.91
2022-06-24,55.83,1009.77,15.71,35.61,26.82
2022-06-25,46.0,1003.94,10.01,32.41,27.53
2022-06-26,60.75,1000.38,7.39,34.16,24.77
2022-06-27,60.05,1003.8,13.07,33.04,26.4
2022-06-28,70.68,1012.35,8.71,32.95,26.25
2022-06-29,53.4,1003.4,9.93,30.25,23.28
2022-06-30,57.1,1007.89,17.3,37.81,28.05
2022-07-01,57.32,1002.46,15.31,33.32,25.57
2022-07-02,66.63,1009.93,12.63,37.36,28.83
2022-07-03,54.94,1009.59,6.91,37.11,29.47
2022-07-04,57.58,1015.44,12.85,31.89,25.97
2022-07-05,59.9,1005.34,16.25,32.29,27.22
2022-07-06,56.97,1009.6,10.5,40.27,30.84
2022-07-07,52.56,1006.78,17.4,38.44,27.67
2022-07-08,57.07,1012.8,17.17,34.47,27.95
2022-07-09,63.25,1002.76,18.65,35.05,28.57
2022-07-10,48.57,1010.12,13.22,33.04,27.27
2022-07-11,56.71,1005.47,14.35,35.32,26.11
2022-07-12,50.91,1006.16,17.66,32.73,25.72
2022-07-13,64.2,1006.99,13.79,29.78,21.57
2022-07-14,45.21,1007.83,10.0,31.27,26.78
2022-07-15,51.99,1006.04,10.21,34.16,25.65
2022-07-16,58.57,1007.75,12.95,31.55,24.45
2022-07-17,66.92,1014.62,6.84,33.82,25.19
2022-07-18,55.54,1011.71,11.43,31.52,25.47
2022-07-19,52.15,1011.18,16.39,32.09,25.09
2022-07-20,69.24,1004.62,3.23,35.6,27.81
2022-07-21,45.98,1002.51,18.14,34.18,27.2
2022-07-22,40.76,1011.79,16.49,33.53,26.24
2022-07-23,59.27,1011.46,10.16,35.39,28.7
2022-07-24,52.72,1014.51,14.17,34.42,27.42
2022-07-25,49.13,1004.19,12.01,36.45,27.81
2022-07-26,61.28,1006.13,16.92,32.16,27.61
2022-07-27,58.07,999.15,15.93,32.13,25.42
2022-07-28,52.46,1005.46,6.4,30.11,24.54
2022-07-29,47.5,1012.48,14.35,31.92,27.86
2022-07-30,62.62,1005.24,11.18,34.88,29.37
2022-07-31,61.11,1010.85,12.33,35.51,27.44
2022-08-01,55.91,1006.77,9.09,34.65,28.01
2022-08-02,69.59,1009.42,18.99,28.48,20.02
2022-08-03,49.22,1002.15,16.16,34.69,27.23
2022-08-04,46.09,1008.39,9.04,28.14,23.46
2022-08-05,51.98,993.1,6.66,34.04,27.46
2022-08-06,56.56,1007.2,10.46,31.14,25.32
2022-08-07,58.63,1000.07,13.74,33.37,26.57
2022-08-08,55.3,1014.34,12.96,28.76,23.6
2022-08-09,59.51,1012.29,17.01,34.14,24.86
2022-08-10,48.34,1010.83,15.16,28.21,21.95
2022-08-11,67.27,1016.19,15.88,29.83,22.21
2022-08-12,56.65,1003.94,13.31,28.97,22.62
2022-08-13,65.11,1017.52,6.44,27.17,23.34
2022-08-14,59.75,1013.54,11.22,31.1,23.22
2022-08-15,60.61,1007.79,16.24,34.73,26.23
2022-08-16,61.46,1014.75,11.79,36.48,29.69
2022-08-17,60.67,1003.64,14.01,30.68,23.44
2022-08-18,62.1,1005.15,10.73,32.78,26.14
2022-08-19,66.97,1006.33,7.88,30.69,23.72
2022-08-20,59.11,1006.84,11.51,31.13,24.91
2022-08-21,62.77,1004.3,13.24,29.13,22.33
2022-08-22,57.24,1015.81,9.38,30.16,25.33
2022-08-23,68.02,1008.5,11.06,30.76,21.68
2022-08-24,53.28,1011.67,8.24,28.15,22.83
2022-08-25,70.69,1007.16,16.48,29.1,22.19
2022-08-26,57.87,1001.02,10.82,28.98,23.71
2022-08-27,48.21,1011.58,17.81,30.77,26.77
2022-08-28,59.19,1000.78,18.11,26.45,19.98
2022-08-29,53.6,1010.11,11.68,28.52,25.15
2022-08-30,64.32,1003.73,7.97,32.68,24.61
2022-08-31,53.94,1020.62,3.66,30.87,27.58
2022-09-01,55.46,1015.35,6.11,31.12,26.61
2022-09-02,45.43,1011.44,6.5,28.04,22.8
2022-09-03,55.56,1017.34,17.51,28.53,23.22
2022-09-04,41.84,1006.91,12.46,29.86,24.91
2022-09-05,47.79,1013.97,13.56,30.92,26.2
2022-09-06,64.28,1012.37,3.12,23.03,18.88
2022-09-07,64.53,1012.81,7.21,24.26,19.32
2022-09-08,62.08,1017.97,15.55,29.87,25.22
2022-09-09,52.41,1015.39,13.15,26.21,21.57
2022-09-10,58.92,1013.29,11.41,25.17,21.58
2022-09-11,59.31,1003.69,14.26,23.72,18.62
2022-09-12,51.3,1007.28,18.54,25.09,22.47
2022-09-13,70.01,1011.59,11.12,23.05,17.18
2022-09-14,65.71,1012.79,12.28,30.57,22.96
2022-09-15,58.1,1006.79,12.77,25.75,22.66
2022-09-16,59.91,1024.62,21.57,25.5,19.61
2022-09-17,61.26,1020.27,3.6,26.75,24.37
2022-09-18,45.58,1015.81,14.73,27.4,24.14
2022-09-19,58.22,1013.28,11.54,27.19,21.8
2022-09-20,55.26,1011.98,14.27,27.3,19.7
2022-09-21,53.1,1008.41,9.37,23.38,19.67
2022-09-22,58.22,1013.67,11.8,23.94,19.78
2022-09-23,72.84,1014.69,14.85,26.11,21.35
