Country,Age,Salary,Purchased
Germany,36.0,35394.0,No
Germany,35.0,49252.0,No
France,62.0,85483.0,Yes
Spain,42.0,70108.0,No
Spain,24.0,45596.0,No
France,32.0,53428.0,No
Germany,48.0,73319.0,No
France,59.0,75223.0,No
Germany,22.0,61644.0,No
Spain,19.0,52353.0,No
France,57.0,86513.0,No
Spain,42.0,51113.0,No
Germany,29.0,50433.0,No
Germany,,60406.0,Yes
Germany,18.0,29133.0,No
Spain,38.0,63552.0,No
Germany,41.0,55699.0,No
Germany,47.0,75383.0,No
France,28.0,37233.0,No
Spain,39.0,80600.0,No
France,29.0,40115.0,No
Germany,41.0,64130.0,No
Germany,29.0,60644.0,No
France,34.0,48679.0,No
Germany,28.0,60467.0,No
Germany,45.0,50310.0,No
France,47.0,84351.0,No
Spain,,57258.0,No
Germany,38.0,52387.0,No
France,24.0,42572.0,No
Germany,35.0,66210.0,No
France,37.0,51735.0,Yes
Germany,64.0,73795.0,No
Germany,27.0,46534.0,No
Germany,53.0,58254.0,No
Spain,48.0,90018.0,No
Germany,41.0,54929.0,No
Germany,56.0,85007.0,No
France,42.0,65063.0,No
Germany,42.0,50888.0,No
France,37.0,58650.0,No
Spain,50.0,79620.0,No
France,49.0,66809.0,No
France,32.0,67886.0,No
France,25.0,,No
Germany,36.0,68400.0,No
France,30.0,46484.0,No
Germany,37.0,45670.0,No
France,50.0,62974.0,No
France,33.0,57439.0,No
Spain,,65364.0,No
Germany,39.0,33663.0,No
France,46.0,66739.0,No
Spain,18.0,43097.0,No
Germany,32.0,50409.0,No
Spain,40.0,76597.0,No
France,50.0,75062.0,No
France,33.0,70495.0,No
Germany,19.0,39719.0,No
France,44.0,76027.0,No
Germany,32.0,73103.0,No
Spain,26.0,64233.0,No
Germany,32.0,40475.0,No
Germany,36.0,54495.0,No
Germany,32.0,49615.0,No
Spain,18.0,47071.0,No
Germany,47.0,75510.0,No
Spain,51.0,60607.0,No
Spain,45.0,65878.0,No
Spain,27.0,24722.0,No
Germany,36.0,74690.0,No
Germany,38.0,52993.0,No
Germany,44.0,65260.0,No
Spain,45.0,61499.0,No
Spain,31.0,66345.0,No
Germany,39.0,25888.0,No
France,43.0,63116.0,No
France,,71033.0,No
Spain,45.0,60097.0,No
France,46.0,87016.0,No
France,39.0,49306.0,No
France,52.0,81156.0,No
France,42.0,67163.0,No
France,29.0,66588.0,No
Germany,52.0,63824.0,No
Spain,45.0,56686.0,No
Spain,,68365.0,No
Germany,33.0,59988.0,No
France,41.0,43330.0,No
Germany,43.0,56897.0,No
Germany,40.0,65612.0,No
France,41.0,72055.0,Yes
Spain,55.0,66349.0,No
Germany,49.0,33873.0,No
Germany,40.0,67194.0,No
Spain,47.0,53028.0,No
Spain,28.0,25699.0,No
France,42.0,28793.0,No
Germany,56.0,85252.0,No
France,36.0,58781.0,No
Germany,,48863.0,No
Spain,,69999.0,No
Spain,27.0,57041.0,No
Spain,30.0,71533.0,No
France,34.0,39153.0,No
France,24.0,46135.0,No
France,,39940.0,No
France,47.0,64568.0,No
Germany,29.0,48047.0,No
Spain,53.0,80393.0,No
France,43.0,64344.0,No
Germany,48.0,75956.0,Yes
Germany,31.0,,No
Germany,47.0,,No
Germany,27.0,45589.0,No
France,47.0,55920.0,No
Spain,40.0,63700.0,No
Germany,44.0,54552.0,No
Germany,26.0,66403.0,No
France,29.0,47746.0,No
Germany,44.0,57788.0,No
France,29.0,45009.0,No
France,43.0,,No
Spain,24.0,45003.0,No
Spain,46.0,59134.0,No
Spain,26.0,68092.0,No
France,44.0,53897.0,No
Germany,44.0,65257.0,No
France,31.0,60757.0,No
France,44.0,44862.0,No
Germany,41.0,67307.0,No
Germany,33.0,41689.0,No
Germany,28.0,59996.0,No
Germany,18.0,29985.0,No
Spain,41.0,70660.0,No
Spain,22.0,58387.0,No
France,39.0,70395.0,No
Spain,35.0,59845.0,No
Spain,45.0,,No
France,35.0,49565.0,No
Germany,35.0,73887.0,No
Spain,45.0,57393.0,No
France,41.0,,No
France,41.0,70030.0,No
Germany,43.0,53870.0,Yes
France,23.0,33979.0,No
Germany,46.0,48688.0,Yes
Spain,44.0,58917.0,No
Spain,28.0,49057.0,No
Spain,36.0,59920.0,No
Germany,38.0,70262.0,No
Spain,37.0,64312.0,No
Germany,41.0,59914.0,No
Spain,52.0,69704.0,No
France,49.0,75058.0,No
Germany,25.0,62661.0,No
Germany,44.0,66314.0,No
Spain,51.0,65531.0,No
Germany,,50767.0,No
Germany,49.0,51676.0,No
Germany,58.0,85306.0,No
Germany,48.0,75349.0,No
Germany,40.0,68372.0,No
Germany,48.0,67062.0,No
Spain,39.0,77387.0,No
Germany,38.0,53606.0,No
France,34.0,67501.0,No
Germany,54.0,72806.0,No
Germany,30.0,44534.0,No
France,53.0,80102.0,No
Germany,43.0,68614.0,No
France,24.0,,No
France,42.0,63484.0,No
Germany,18.0,40745.0,No
France,,93490.0,No
Germany,47.0,81378.0,No
Germany,32.0,62543.0,No
Spain,39.0,61654.0,No
France,58.0,88873.0,Yes
France,33.0,60864.0,No
Spain,27.0,49984.0,No
Germany,53.0,68892.0,No
Spain,58.0,75892.0,No
France,38.0,21188.0,No
Spain,48.0,70830.0,No
Spain,51.0,65412.0,No
Germany,31.0,71630.0,No
France,33.0,55064.0,No
Germany,50.0,56010.0,No
Spain,55.0,73767.0,No
Germany,,51712.0,No
Spain,29.0,56963.0,No
Spain,58.0,80575.0,No
Germany,33.0,65915.0,No
France,35.0,46693.0,No
Germany,41.0,62689.0,No
Germany,54.0,56807.0,No
France,47.0,75304.0,No
France,42.0,69160.0,No
Germany,43.0,69319.0,No
France,38.0,59611.0,No
Spain,44.0,69201.0,No
Spain,18.0,60452.0,No
Spain,35.0,53109.0,No
France,40.0,63036.0,No
Germany,26.0,35807.0,No
Germany,42.0,52258.0,No
Germany,36.0,58534.0,No
Germany,56.0,88246.0,Yes
France,54.0,70282.0,No
Germany,33.0,52177.0,No
France,36.0,52960.0,No
France,37.0,,No
France,33.0,58675.0,No
Spain,40.0,42988.0,No
Germany,,67747.0,No
Germany,27.0,41039.0,No
Spain,44.0,73467.0,No
France,44.0,49626.0,Yes
Germany,30.0,59987.0,No
Spain,47.0,75322.0,No
Spain,,58126.0,No
France,41.0,49545.0,No
Germany,46.0,69578.0,No
Germany,38.0,44701.0,No
France,43.0,60260.0,No
France,33.0,66905.0,No
Germany,36.0,66992.0,No
Spain,36.0,57529.0,No
France,31.0,40783.0,No
Germany,36.0,65356.0,No
France,23.0,45495.0,No
Spain,33.0,,No
Germany,35.0,66028.0,No
Spain,35.0,56604.0,No
Spain,36.0,71456.0,No
Spain,37.0,45501.0,No
France,43.0,25395.0,No
Germany,47.0,70420.0,Yes
Spain,32.0,56851.0,No
Germany,26.0,28083.0,No
France,28.0,38080.0,No
France,33.0,87878.0,No
France,34.0,52365.0,No
Spain,30.0,61042.0,No
Spain,25.0,39727.0,No
Germany,33.0,30011.0,No
Spain,40.0,58790.0,No
Germany,44.0,61368.0,No
France,32.0,49385.0,No
Germany,34.0,54107.0,No
Germany,29.0,54031.0,No
Germany,38.0,57116.0,No
Germany,30.0,36396.0,No
Germany,44.0,70192.0,Yes
Spain,20.0,,No
France,34.0,31359.0,No
France,,70780.0,No
Germany,40.0,66939.0,No
Spain,65.0,82749.0,Yes
Germany,41.0,45603.0,No
Spain,28.0,41669.0,No
France,37.0,55188.0,No
France,20.0,24063.0,No
Germany,37.0,49606.0,Yes
Spain,30.0,59530.0,No
France,47.0,84566.0,No
Spain,33.0,49221.0,No
France,37.0,67227.0,No
Spain,32.0,30511.0,No
France,55.0,82763.0,Yes
Germany,35.0,46661.0,No
France,56.0,79381.0,Yes
Spain,46.0,63554.0,No
France,43.0,79384.0,No
France,42.0,52025.0,No
Spain,42.0,70275.0,No
Spain,19.0,38497.0,No
Spain,35.0,54790.0,Yes
France,46.0,64600.0,No
Germany,38.0,48612.0,No
Germany,24.0,46384.0,No
Germany,37.0,57977.0,No
France,55.0,77432.0,No
Spain,50.0,,No
France,37.0,68218.0,No
France,48.0,78845.0,No
Germany,34.0,43294.0,No
France,21.0,54290.0,No
Spain,,36644.0,No
Spain,54.0,80320.0,Yes
Germany,35.0,64171.0,No
Spain,36.0,34074.0,No
France,35.0,57617.0,No
France,57.0,70715.0,No
Spain,54.0,64728.0,No
France,60.0,95379.0,No
Spain,36.0,49924.0,No
France,41.0,52184.0,No
France,23.0,46459.0,No
Spain,53.0,80719.0,No
France,26.0,46990.0,No
Spain,40.0,75147.0,No
Germany,27.0,55696.0,No
Germany,32.0,27762.0,No
France,30.0,45311.0,No
France,32.0,46987.0,No
France,33.0,60100.0,No
Spain,33.0,22768.0,No
Germany,46.0,97288.0,No
France,27.0,55629.0,No
Germany,40.0,62971.0,No
France,50.0,84340.0,No
Spain,33.0,82705.0,Yes
Germany,31.0,63188.0,No
Germany,36.0,68511.0,No
Germany,50.0,71386.0,No
Germany,40.0,59249.0,No
France,33.0,48710.0,No
Germany,43.0,53642.0,No
France,27.0,41035.0,No
Germany,45.0,49126.0,No
Spain,42.0,61967.0,No
Germany,35.0,36214.0,No
Spain,30.0,53944.0,No
Spain,29.0,50784.0,No
Spain,43.0,65777.0,No
Germany,50.0,63995.0,No
France,32.0,90387.0,No
France,43.0,79647.0,No
France,,26265.0,No
France,32.0,56733.0,No
Germany,38.0,51624.0,No
France,29.0,38839.0,No
Germany,29.0,34691.0,No
France,31.0,58377.0,No
France,41.0,53653.0,No
Germany,36.0,69128.0,No
Spain,18.0,53125.0,No
Spain,18.0,57687.0,No
Spain,32.0,43510.0,No
Germany,43.0,69024.0,No
France,18.0,48789.0,No
Germany,33.0,49012.0,No
Germany,33.0,45203.0,No
Spain,52.0,91009.0,No
France,34.0,58465.0,No
Germany,42.0,70279.0,No
France,39.0,50606.0,No
France,18.0,26569.0,No
France,46.0,59280.0,No
Spain,40.0,59650.0,No
Germany,43.0,51004.0,No
Germany,65.0,83382.0,No
Germany,18.0,20938.0,No
Spain,55.0,61282.0,Yes
Spain,35.0,64664.0,No
Spain,41.0,69031.0,No
Germany,38.0,54088.0,No
France,34.0,43169.0,No
Germany,32.0,41743.0,No
Spain,41.0,57686.0,No
Spain,23.0,53280.0,No
Germany,46.0,77094.0,No
Spain,34.0,49496.0,No
Germany,27.0,35187.0,No
Germany,33.0,58364.0,No
Spain,51.0,60632.0,No
France,33.0,48163.0,No
Spain,42.0,78329.0,No
Germany,31.0,62547.0,No
France,46.0,67917.0,No
Spain,45.0,50107.0,Yes
Spain,56.0,78374.0,No
Germany,36.0,70372.0,No
France,45.0,60710.0,No
Germany,39.0,76296.0,No
Germany,51.0,86376.0,No
France,31.0,72695.0,No
France,45.0,69568.0,No
Germany,36.0,64496.0,No
France,37.0,75593.0,Yes
Germany,39.0,65394.0,No
Spain,41.0,55455.0,No
France,37.0,52771.0,No
Germany,40.0,63995.0,No
Spain,54.0,57916.0,No
Spain,48.0,66350.0,No
Spain,47.0,80181.0,No
Spain,33.0,28805.0,No
France,29.0,69611.0,No
Spain,48.0,81266.0,No
Germany,47.0,61567.0,No
France,53.0,78975.0,No
Spain,32.0,53802.0,No
France,36.0,71894.0,No
Germany,22.0,56237.0,No
France,34.0,38867.0,No
Germany,48.0,75216.0,Yes
Spain,33.0,52534.0,No
France,44.0,65958.0,No
France,36.0,48747.0,No
France,41.0,83094.0,No
Spain,27.0,61352.0,Yes
France,39.0,51090.0,No
Germany,18.0,25185.0,No
Spain,36.0,52890.0,No
France,22.0,49740.0,No
Spain,50.0,72936.0,No
Germany,46.0,81234.0,No
France,43.0,72879.0,No
France,53.0,,No
France,29.0,54582.0,No
Germany,55.0,58255.0,No
Spain,47.0,65241.0,No
Spain,36.0,69792.0,No
Germany,49.0,68802.0,No
Germany,27.0,55280.0,No
Spain,30.0,,No
Germany,32.0,41365.0,No
France,33.0,52959.0,No
France,27.0,53400.0,No
France,50.0,62339.0,No
France,35.0,54042.0,No
Spain,,51099.0,No
Germany,32.0,67498.0,No
France,20.0,39281.0,No
France,41.0,79064.0,No
Spain,19.0,60335.0,No
Germany,37.0,57610.0,No
France,24.0,34784.0,No
Spain,58.0,52055.0,No
France,47.0,49738.0,No
France,39.0,43666.0,No
Germany,51.0,87115.0,No
Germany,30.0,52973.0,Yes
France,43.0,68767.0,No
Germany,40.0,34353.0,No
Spain,41.0,47201.0,No
Germany,51.0,81296.0,No
Spain,45.0,69234.0,No
Spain,41.0,60032.0,No
Spain,21.0,51084.0,No
Spain,28.0,70189.0,No
France,37.0,55443.0,No
France,39.0,60873.0,No
France,27.0,51339.0,Yes
Germany,62.0,109610.0,Yes
France,53.0,47655.0,No
Germany,44.0,72818.0,No
Germany,39.0,58471.0,No
France,36.0,64091.0,No
Germany,,42744.0,No
Spain,39.0,59310.0,No
Germany,41.0,70057.0,No
France,26.0,85379.0,No
Germany,41.0,71904.0,No
Germany,,47626.0,No
Germany,19.0,36945.0,No
Germany,29.0,46016.0,No
Spain,34.0,33930.0,No
Spain,57.0,72228.0,No
Germany,44.0,73003.0,No
Spain,25.0,31890.0,No
France,43.0,76156.0,No
Germany,,51128.0,No
Germany,,60133.0,No
Germany,,,No
France,37.0,77537.0,No
Spain,51.0,79935.0,No
Spain,25.0,47721.0,No
Spain,24.0,43774.0,No
France,32.0,54867.0,Yes
Spain,48.0,62404.0,No
Germany,23.0,20269.0,No
France,18.0,65706.0,No
Germany,33.0,57003.0,No
Spain,44.0,68943.0,No
Germany,50.0,69307.0,No
Germany,33.0,46210.0,No
Spain,34.0,53266.0,No
Germany,50.0,50392.0,No
Germany,19.0,69697.0,No
Spain,34.0,40889.0,No
France,40.0,48530.0,No
Spain,42.0,57960.0,No
Germany,33.0,70069.0,No
Germany,38.0,59684.0,No
Germany,18.0,26366.0,No
Spain,31.0,68328.0,No
Germany,43.0,,No
France,28.0,56821.0,No
Spain,39.0,,No
France,42.0,,No
France,35.0,82338.0,No
Spain,,52494.0,No
Spain,28.0,70022.0,No
Germany,36.0,61939.0,Yes
Spain,44.0,70681.0,No
Spain,40.0,40306.0,No
France,32.0,51877.0,No
Spain,40.0,51464.0,No
France,45.0,75568.0,No
France,18.0,54053.0,No
Spain,50.0,44738.0,No
Spain,35.0,55909.0,No
Spain,42.0,76492.0,No
Spain,50.0,67735.0,No
Spain,24.0,55604.0,No
Germany,31.0,57029.0,No
Spain,35.0,60703.0,No
Spain,30.0,48890.0,No
France,55.0,60215.0,No
Spain,29.0,38031.0,No
Spain,32.0,62712.0,No
Spain,40.0,61273.0,No
Spain,26.0,46719.0,No
Spain,34.0,50552.0,No
Spain,41.0,58395.0,No
Germany,35.0,68767.0,No
Germany,37.0,54337.0,No
Germany,33.0,38343.0,No
Germany,23.0,54494.0,No
France,41.0,59636.0,No
France,56.0,75371.0,No
France,38.0,78657.0,No
Spain,40.0,60981.0,No
Germany,45.0,68905.0,No
France,25.0,33629.0,No
Germany,55.0,71887.0,No
France,40.0,68335.0,No
Germany,54.0,55222.0,No
Spain,31.0,55013.0,No
France,56.0,76772.0,No
Spain,46.0,66672.0,No
France,44.0,76623.0,No
France,40.0,65319.0,No
France,36.0,74700.0,No
Germany,50.0,58082.0,No
Spain,39.0,62094.0,No
France,18.0,42510.0,No
Spain,27.0,36314.0,No
Germany,36.0,,No
France,41.0,89886.0,No
Spain,37.0,58487.0,No
France,50.0,76231.0,Yes
France,18.0,42654.0,No
Germany,39.0,51929.0,No
France,20.0,20989.0,No
Spain,46.0,57568.0,No
Germany,37.0,41646.0,No
France,42.0,83426.0,No
Spain,29.0,50044.0,No
France,51.0,66564.0,No
Germany,48.0,79245.0,No
Spain,44.0,50991.0,No
Germany,37.0,48832.0,No
Spain,44.0,65236.0,Yes
France,31.0,65183.0,No
Spain,47.0,72920.0,No
Germany,54.0,77025.0,No
Spain,49.0,,No
Germany,31.0,57436.0,No
Germany,42.0,64873.0,No
France,25.0,35202.0,No
France,44.0,64904.0,No
Spain,43.0,50371.0,No
Spain,19.0,43345.0,No
Germany,26.0,42976.0,No
Germany,35.0,87124.0,No
Spain,35.0,56014.0,No
France,26.0,31464.0,No
Germany,42.0,61091.0,No
France,41.0,67696.0,No
Germany,36.0,77532.0,No
Spain,30.0,45324.0,No
Spain,48.0,49649.0,No
France,55.0,,No
Spain,33.0,38281.0,No
Spain,32.0,48457.0,No
Spain,43.0,60529.0,No
France,34.0,55142.0,No
Germany,37.0,66215.0,No
Germany,45.0,57653.0,No
France,19.0,38731.0,No
France,51.0,70893.0,No
France,39.0,61649.0,No
Spain,34.0,56670.0,No
Spain,37.0,63629.0,No
Spain,38.0,68988.0,No
France,21.0,48331.0,No
Spain,53.0,78097.0,No
Spain,38.0,40585.0,No
Spain,42.0,63790.0,No
Germany,48.0,73518.0,No
France,28.0,58757.0,No
Germany,43.0,55153.0,No
Spain,35.0,,No
Spain,46.0,59932.0,Yes
Germany,18.0,47637.0,No
Germany,37.0,70715.0,No
Germany,32.0,48885.0,No
France,42.0,73986.0,No
France,43.0,64912.0,No
Germany,31.0,51340.0,No
Spain,31.0,50254.0,No
France,37.0,67163.0,No
France,29.0,55037.0,No
France,46.0,94088.0,No
Germany,34.0,45650.0,No
France,18.0,47417.0,No
France,34.0,49476.0,No
France,28.0,39422.0,No
Spain,22.0,44388.0,No
France,26.0,49711.0,No
Spain,39.0,95203.0,No
France,51.0,68948.0,No
Germany,41.0,48457.0,No
France,32.0,57018.0,No
Spain,43.0,38407.0,No
Germany,33.0,53965.0,No
Spain,31.0,53141.0,No
Spain,26.0,58346.0,No
France,20.0,,No
France,34.0,49648.0,No
Spain,40.0,58815.0,No
Germany,37.0,49137.0,No
Spain,34.0,41920.0,No
Spain,29.0,54407.0,No
Germany,44.0,49391.0,No
Spain,25.0,42370.0,No
France,46.0,54242.0,No
Spain,,56776.0,No
Germany,30.0,74045.0,No
France,23.0,30380.0,No
Germany,33.0,32451.0,No
France,48.0,66479.0,No
Spain,43.0,64029.0,No
France,48.0,70630.0,No
Spain,43.0,58543.0,No
Germany,,46859.0,No
Spain,35.0,60633.0,No
Spain,30.0,64663.0,No
Germany,51.0,47715.0,No
Germany,26.0,44002.0,No
France,47.0,69809.0,No
Spain,47.0,56221.0,Yes
France,56.0,96441.0,No
Germany,34.0,47888.0,No
Germany,45.0,65115.0,No
Spain,61.0,86407.0,No
Germany,32.0,46546.0,No
Spain,23.0,23226.0,No
Spain,19.0,37136.0,No
France,45.0,77968.0,No
Germany,19.0,38209.0,No
France,34.0,45692.0,No
Germany,42.0,74244.0,No
Germany,40.0,56897.0,No
Germany,42.0,56907.0,Yes
France,40.0,62994.0,No
France,51.0,79959.0,No
France,28.0,79210.0,No
Spain,31.0,63034.0,No
France,30.0,66164.0,No
Germany,46.0,60600.0,No
Spain,47.0,54993.0,No
France,43.0,64009.0,No
Spain,50.0,71137.0,No
Spain,26.0,35655.0,No
Spain,55.0,72101.0,No
Spain,53.0,77701.0,No
Germany,45.0,70145.0,No
Spain,56.0,81288.0,No
Germany,21.0,47782.0,No
Germany,33.0,48396.0,No
France,31.0,46415.0,No
Germany,45.0,51306.0,No
France,27.0,71166.0,No
Germany,46.0,66179.0,No
Spain,52.0,68837.0,No
Germany,,54311.0,No
Germany,41.0,96982.0,No
Germany,28.0,37429.0,No
Germany,,46432.0,No
France,50.0,75437.0,No
France,46.0,73417.0,No
Spain,38.0,70344.0,No
France,34.0,77130.0,No
Germany,18.0,47274.0,No
Spain,27.0,36890.0,No
Germany,57.0,73319.0,No
Spain,25.0,51370.0,No
Germany,40.0,85724.0,No
France,48.0,51493.0,No
Germany,25.0,62337.0,No
Germany,40.0,63021.0,No
Spain,47.0,77695.0,No
Spain,38.0,58089.0,No
Germany,65.0,73391.0,No
France,21.0,53193.0,No
Spain,49.0,76582.0,No
Spain,36.0,69309.0,No
France,46.0,65988.0,No
Spain,42.0,55974.0,No
France,31.0,33896.0,No
France,40.0,71093.0,No
France,19.0,47566.0,No
Germany,44.0,53040.0,No
Spain,41.0,55421.0,No
Germany,44.0,59347.0,No
Spain,49.0,50927.0,No
France,42.0,52696.0,No
Spain,39.0,46927.0,No
Spain,29.0,46321.0,No
France,,43926.0,No
Spain,50.0,,No
France,52.0,96398.0,Yes
Spain,36.0,72087.0,No
Spain,38.0,50266.0,No
France,29.0,54328.0,No
France,50.0,74764.0,No
Germany,45.0,79482.0,No
Spain,57.0,66848.0,No
France,29.0,64400.0,No
Germany,34.0,49223.0,No
France,40.0,45253.0,Yes
Germany,44.0,73708.0,No
Germany,36.0,72748.0,No
France,29.0,82398.0,No
France,47.0,52736.0,No
France,45.0,74077.0,No
France,29.0,46036.0,No
France,52.0,80799.0,Yes
Germany,50.0,52086.0,No
France,39.0,45255.0,No
Spain,39.0,50606.0,No
Germany,44.0,65134.0,No
Germany,29.0,43752.0,No
Spain,38.0,67379.0,No
France,18.0,53523.0,No
Spain,,74283.0,No
Spain,22.0,64572.0,No
Spain,53.0,77721.0,No
France,35.0,41626.0,No
Germany,36.0,73656.0,No
Spain,32.0,46289.0,No
France,35.0,67533.0,No
Spain,52.0,90852.0,No
Spain,18.0,46680.0,No
Germany,51.0,52739.0,No
Germany,41.0,51224.0,No
Germany,26.0,,No
France,,47493.0,No
Spain,55.0,75242.0,Yes
Spain,29.0,59796.0,No
France,26.0,57176.0,No
France,49.0,72781.0,Yes
Germany,41.0,59743.0,No
France,29.0,47007.0,No
Spain,40.0,71444.0,No
France,28.0,56611.0,No
France,49.0,66020.0,No
France,49.0,81738.0,No
Germany,43.0,62440.0,No
Germany,42.0,52235.0,No
Germany,56.0,65943.0,No
Spain,38.0,47452.0,No
France,26.0,45294.0,No
Spain,42.0,78050.0,No
Spain,59.0,68313.0,No
Germany,28.0,52329.0,No
France,34.0,48067.0,No
Spain,42.0,59824.0,No
France,37.0,40594.0,No
France,28.0,47713.0,No
Germany,49.0,66972.0,No
Spain,61.0,86564.0,No
Spain,40.0,63645.0,No
Spain,29.0,36683.0,No
Spain,23.0,,No
Germany,41.0,64045.0,No
Germany,49.0,71516.0,No
Germany,43.0,63366.0,No
Germany,38.0,52965.0,No
France,32.0,56510.0,No
Germany,27.0,55078.0,No
Spain,46.0,45750.0,No
France,47.0,60959.0,No
Germany,23.0,42229.0,No
France,54.0,76583.0,No
Germany,44.0,78686.0,No
Spain,,62535.0,No
Spain,25.0,,No
Spain,24.0,40757.0,No
Germany,37.0,48241.0,No
Spain,43.0,59559.0,No
Spain,56.0,84617.0,No
France,45.0,52909.0,No
Spain,36.0,62150.0,No
France,28.0,29540.0,No
Germany,50.0,63534.0,Yes
Spain,28.0,46564.0,No
Germany,54.0,93955.0,No
France,35.0,53343.0,No
France,54.0,47100.0,Yes
Germany,45.0,41324.0,No
France,37.0,58375.0,No
France,33.0,61891.0,No
France,35.0,60637.0,No
Germany,42.0,65066.0,Yes
Germany,39.0,73842.0,No
Spain,32.0,47381.0,No
France,36.0,68448.0,No
Spain,39.0,40323.0,No
Germany,18.0,30341.0,No
Spain,43.0,41639.0,No
France,28.0,47084.0,No
France,26.0,48265.0,No
France,21.0,45383.0,No
Spain,20.0,43798.0,No
Germany,24.0,35870.0,No
France,31.0,50536.0,No
France,58.0,58810.0,Yes
France,33.0,70826.0,No
Germany,40.0,57156.0,No
France,42.0,56938.0,No
Germany,39.0,79447.0,No
Spain,37.0,43596.0,No
Spain,26.0,34935.0,No
France,53.0,59104.0,Yes
France,56.0,74650.0,No
Spain,,49236.0,No
Germany,28.0,58860.0,No
Spain,35.0,87546.0,No
Spain,28.0,23526.0,No
France,43.0,71059.0,No
Germany,31.0,45960.0,No
Germany,60.0,71649.0,No
France,50.0,62478.0,Yes
Germany,40.0,50208.0,No
Spain,48.0,88657.0,Yes
Spain,49.0,79261.0,Yes
Germany,32.0,54403.0,No
Germany,30.0,68066.0,No
Spain,39.0,41753.0,No
France,47.0,50986.0,No
France,39.0,34316.0,No
Germany,22.0,36614.0,No
France,30.0,53915.0,No
Spain,37.0,59769.0,No
Spain,37.0,60311.0,No
Spain,58.0,60020.0,No
Spain,24.0,56364.0,No
Germany,43.0,66626.0,No
France,53.0,81399.0,Yes
France,61.0,56930.0,No
France,34.0,59298.0,No
Germany,43.0,49370.0,No
Spain,44.0,59560.0,No
France,40.0,67372.0,Yes
Germany,37.0,59404.0,No
Germany,42.0,52905.0,No
Germany,18.0,41275.0,No
Germany,45.0,46960.0,No
France,39.0,,No
Germany,36.0,54734.0,No
Spain,58.0,91044.0,No
Germany,31.0,,No
Germany,34.0,49289.0,No
Germany,58.0,67954.0,No
Spain,30.0,62226.0,No
France,32.0,45736.0,No
Spain,37.0,65612.0,No
Germany,46.0,62177.0,No
Germany,40.0,37359.0,No
France,,40723.0,No
France,33.0,40261.0,No
France,32.0,54141.0,No
Germany,37.0,44220.0,No
Germany,42.0,74144.0,Yes
France,42.0,61871.0,No
Spain,20.0,41085.0,No
Germany,49.0,76646.0,No
Germany,41.0,73040.0,No
Spain,52.0,71420.0,No
Spain,42.0,53943.0,No
Spain,49.0,47824.0,Yes
France,43.0,55166.0,No
Spain,,63909.0,No
Germany,43.0,65185.0,No
Germany,37.0,54177.0,No
Spain,61.0,87907.0,No
Germany,47.0,59846.0,No
France,44.0,63679.0,No
Spain,25.0,61921.0,No
France,25.0,51707.0,No
France,41.0,61114.0,No
Germany,39.0,53286.0,No
Germany,32.0,46074.0,No
France,39.0,50261.0,No
Spain,54.0,67006.0,No
Germany,45.0,74527.0,Yes
France,27.0,46268.0,No
Spain,,41999.0,No
Germany,,73173.0,No
Spain,34.0,59550.0,No
France,34.0,38594.0,No
Spain,33.0,,No
Germany,25.0,49234.0,No
Spain,37.0,78506.0,No
France,32.0,40857.0,No
Germany,18.0,52912.0,No
France,59.0,94471.0,No
Germany,49.0,61455.0,No
France,34.0,52483.0,No
Germany,38.0,46934.0,No
Spain,26.0,46214.0,No
France,55.0,74022.0,Yes
France,57.0,84191.0,No
France,40.0,73692.0,No
Germany,48.0,59435.0,No
Germany,40.0,37170.0,No
Spain,25.0,46915.0,No
Spain,34.0,59016.0,No
Germany,39.0,63380.0,No
Germany,33.0,,No
Spain,36.0,,No
Spain,37.0,76563.0,No
Spain,37.0,63053.0,Yes
Germany,39.0,55190.0,No
France,27.0,43652.0,No
Spain,31.0,50709.0,No
Spain,25.0,67280.0,No
Germany,48.0,65801.0,No
France,18.0,40962.0,No
Spain,50.0,63795.0,No
Spain,52.0,84865.0,No
Spain,35.0,79998.0,No
France,18.0,46607.0,No
Spain,34.0,56941.0,No
Spain,37.0,59064.0,No
Spain,28.0,21493.0,No
Spain,33.0,,No
Germany,53.0,74582.0,No
Germany,45.0,70324.0,No
France,29.0,42341.0,No
Germany,22.0,40208.0,No
Spain,35.0,51325.0,No
France,36.0,69538.0,No
France,43.0,59121.0,Yes
France,33.0,79374.0,No
Germany,,68974.0,No
Germany,57.0,,No
Germany,46.0,64997.0,No
Spain,38.0,,No
Spain,36.0,31219.0,No
France,34.0,75184.0,No
France,50.0,78263.0,No
Spain,32.0,59953.0,No
France,38.0,61592.0,No
France,39.0,43077.0,No
Spain,33.0,48881.0,No
Germany,24.0,56949.0,No
Germany,41.0,49492.0,No
Germany,37.0,28270.0,No
Spain,43.0,60977.0,No
Spain,33.0,,No
Spain,50.0,71814.0,No
Germany,29.0,60051.0,No
France,55.0,,No
Spain,21.0,46577.0,No
Germany,42.0,77459.0,No
Spain,43.0,45251.0,No
Spain,30.0,58095.0,No
Spain,42.0,70538.0,No
France,51.0,55841.0,No
Spain,18.0,23166.0,No
France,43.0,54773.0,No
France,18.0,33262.0,No
France,28.0,59550.0,No
Germany,54.0,66488.0,Yes
France,32.0,43688.0,No
Spain,26.0,41295.0,No
France,36.0,70842.0,Yes
