CustomerID,Age,Gender,MaritalStatus,Education,Occupation,AnnualIncome,CityTier,FamilySize,CreditScore,PurchaseHistory,AvgPurchaseValue,DaysSinceLastPurchase,WebsiteVisits,AppUsageHours,EmailClicks,AdsClicked,DiscountUsed,LoyaltyMember,CartAbandonRate,ProductRating,CustomerSatisfaction,PaymentMethod,Device,Purchased
102993,27,Male,Married,Graduate,Employee,145546,3,4,310,29,566.5,20,14,19.7,6,2,1,0,75.23,3.2,9,Credit Card,Mobile,1
102994,55,Female,Married,Graduate,Retired,45712,2,2,818,29,1344.55,299,14,29.7,7,1,1,0,81.24,4.9,7,UPI,Tablet,1
102995,64,Male,Married,Post Graduate,Employee,103577,3,3,489,7,170.42,195,5,39.4,5,10,0,0,79.51,1.6,6,Cash,Desktop,0
102996,49,Male,Married,Graduate,Employee,50578,2,3,814,37,156.08,28,28,5.2,16,9,1,1,38.98,3.2,5,UPI,Mobile,1
102997,65,Female,Single,Post Graduate,Employee,114343,1,3,400,6,1235.88,99,2,18.2,10,2,1,0,39.8,2.3,7,UPI,Mobile,0
102998,45,Female,Single,Graduate,Employee,141443,1,1,324,31,418.53,294,30,17.6,10,7,0,1,63.88,1.1,2,Credit Card,Mobile,0
102999,34,Male,Single,Post Graduate,Retired,99471,2,5,464,2,72.9,345,12,9.8,4,5,0,1,31.24,3.1,5,Cash,Desktop,0
103000,48,Male,Married,High School,Employee,125709,3,4,511,6,935.99,93,6,7.4,17,2,0,1,56.16,2.7,6,Net Banking,Desktop,0
103001,25,Male,Single,Post Graduate,Retired,139648,3,5,646,6,410.29,203,24,17.5,17,8,1,1,78.05,4.7,1,Net Banking,Mobile,1
103002,57,Male,Single,Post Graduate,Employee,87573,3,3,726,37,633.18,281,1,6.5,9,3,1,0,3.71,1.2,1,Cash,Desktop,1
103003,42,Female,Single,Post Graduate,Employee,76862,2,1,471,2,296.37,224,27,1.2,11,8,0,1,2.11,1.0,8,UPI,Mobile,0
103004,26,Female,Married,Post Graduate,Self-Employed,61573,1,5,768,5,1285.72,310,16,28.2,16,5,1,1,35.0,4.8,2,Cash,Mobile,1
103005,19,Female,Married,Graduate,Employee,105148,1,1,654,9,912.82,37,28,28.3,15,6,0,0,47.39,1.9,3,Cash,Mobile,0
103006,32,Male,Divorced,Graduate,Employee,141873,1,1,372,13,1059.38,267,26,17.4,13,4,1,0,44.04,1.2,7,Cash,Mobile,1
103007,67,Male,Married,High School,Self-Employed,103895,2,2,412,37,654.22,305,22,24.1,17,9,1,1,23.4,4.3,6,Net Banking,Mobile,1
103008,20,Female,Married,Graduate,Employee,59955,3,1,427,26,331.41,10,14,38.6,15,10,0,0,51.74,2.3,2,Credit Card,Mobile,0
103009,66,Male,Single,Graduate,Student,56603,1,4,770,20,956.47,308,17,9.0,0,0,1,1,66.67,2.1,10,Debit Card,Mobile,0
103010,53,Female,Single,High School,Employee,87435,1,3,586,17,213.86,73,2,14.9,6,2,1,1,1.9,4.2,2,Debit Card,Tablet,1
103011,21,Female,Single,Graduate,Student,55399,2,3,806,34,666.61,363,12,16.6,18,6,0,1,82.06,4.3,4,Debit Card,Mobile,1
103012,31,Female,Married,Graduate,Retired,67719,3,5,727,23,555.98,10,26,3.8,3,6,0,1,52.47,1.4,3,Debit Card,Mobile,1
103013,58,Male,Married,High School,Business,65170,3,1,871,2,512.54,162,12,29.5,10,9,1,1,38.81,3.4,5,UPI,Desktop,1
103014,58,Male,Single,Graduate,Retired,132173,2,3,675,7,1103.11,119,22,3.2,19,0,1,0,88.98,1.9,10,Net Banking,Mobile,0
103015,42,Female,Single,High School,Business,30852,1,5,521,15,411.8,188,13,38.9,17,7,1,1,95.94,4.6,3,Credit Card,Desktop,1
103016,67,Female,Married,High School,Employee,55415,3,3,432,12,1432.06,20,18,9.8,1,10,1,1,23.53,2.6,4,Net Banking,Mobile,1
103017,27,Female,Single,Graduate,Business,133536,1,1,709,36,433.61,5,8,2.7,4,9,1,1,87.84,2.7,4,Net Banking,Mobile,0
103018,38,Male,Married,Graduate,Self-Employed,27993,3,2,688,14,767.38,67,9,21.9,9,2,0,1,12.48,3.7,1,Cash,Desktop,1
103019,53,Female,Single,Graduate,Employee,32659,3,3,764,22,864.77,281,15,18.1,12,5,1,0,27.41,1.6,6,Debit Card,Desktop,0
103020,29,Female,Married,High School,Employee,123234,2,2,569,38,707.39,340,23,9.4,8,2,0,1,71.26,2.6,7,UPI,Mobile,1
103021,44,Male,Married,Graduate,Self-Employed,143749,1,4,617,31,195.08,270,7,17.4,15,8,1,0,8.98,3.7,6,Credit Card,Mobile,1
103022,57,Male,Married,High School,Employee,26986,1,4,643,32,1030.28,72,6,3.9,0,6,1,0,19.58,1.0,7,Credit Card,Tablet,0
103023,19,Female,Single,High School,Self-Employed,139849,2,4,659,26,154.2,104,17,32.2,1,5,0,1,94.11,3.4,8,Debit Card,Mobile,1
103024,30,Male,Single,Graduate,Employee,76039,3,5,544,9,355.17,147,30,24.2,15,4,1,1,80.97,4.1,3,Net Banking,Desktop,0
103025,70,Male,Married,Post Graduate,Self-Employed,113032,2,4,378,11,175.95,79,6,32.6,2,0,1,0,55.76,1.9,5,Net Banking,Desktop,1
103026,49,Female,Married,High School,Student,26630,1,1,586,7,1176.8,232,12,22.7,18,5,1,1,97.35,1.9,1,UPI,Mobile,0
103027,48,Male,Married,High School,Self-Employed,103370,3,5,324,32,1103.65,67,30,28.5,12,2,0,1,83.07,1.8,4,Debit Card,Mobile,0
103028,33,Female,Married,High School,Self-Employed,55202,3,1,407,37,1367.24,68,1,6.5,8,10,0,1,38.9,2.3,3,Net Banking,Tablet,1
103029,49,Male,Single,Graduate,Employee,80820,1,1,558,33,789.59,318,19,24.2,6,1,0,1,73.75,4.8,3,Credit Card,Tablet,0
103030,49,Male,Married,High School,Employee,78820,1,1,389,13,760.26,99,16,33.7,13,2,1,1,51.41,2.2,8,Credit Card,Mobile,1
103031,51,Female,Married,High School,Employee,137824,2,5,324,18,1302.79,214,17,9.5,8,4,0,0,52.9,1.6,6,UPI,Mobile,1
103032,28,Female,Married,Post Graduate,Employee,99597,1,2,466,11,462.97,20,10,15.4,17,7,1,1,85.16,1.7,10,UPI,Mobile,0
103033,27,Male,Divorced,High School,Employee,112621,3,1,380,36,523.98,111,13,26.5,20,1,1,1,95.8,4.6,1,Cash,Desktop,1
103034,32,Female,Single,Graduate,Employee,40977,1,6,323,40,1216.0,193,16,16.5,18,4,0,1,11.85,1.9,8,UPI,Mobile,1
103035,34,Male,Married,Post Graduate,Self-Employed,59798,3,1,761,17,982.16,78,23,14.9,17,7,0,1,67.33,1.5,9,Cash,Mobile,1
103036,57,Male,Divorced,High School,Employee,105315,3,1,678,5,1390.99,66,23,35.1,1,5,1,0,49.35,2.6,4,Debit Card,Desktop,1
103037,35,Male,Single,Graduate,Employee,104498,1,2,728,4,735.65,237,28,39.7,14,0,1,1,51.18,4.1,8,Debit Card,Tablet,1
103038,26,Male,Single,Graduate,Self-Employed,122062,1,4,489,34,1228.25,95,22,16.2,0,3,0,1,2.35,2.6,9,UPI,Mobile,0
103039,42,Female,Married,Post Graduate,Self-Employed,74419,2,4,663,28,1134.96,156,19,29.0,3,0,0,1,31.22,3.1,10,Debit Card,Mobile,1
103040,57,Female,Single,Post Graduate,Student,26255,1,3,569,35,525.13,64,11,12.3,7,7,1,1,14.7,2.9,10,Credit Card,Mobile,1
103041,31,Female,Married,Graduate,Student,29862,3,6,542,15,375.75,251,27,39.4,14,7,0,1,10.77,1.2,2,Cash,Desktop,1
103042,42,Female,Single,High School,Employee,108635,1,5,407,37,31.52,308,16,32.0,12,4,0,1,2.37,4.2,4,Debit Card,Mobile,0
103043,67,Male,Married,Graduate,Retired,94483,1,5,400,26,359.52,202,19,22.1,6,4,0,1,97.12,4.2,7,Cash,Mobile,1
103044,39,Female,Single,Post Graduate,Self-Employed,80808,2,2,472,19,112.2,226,3,28.6,18,9,1,1,76.78,1.4,6,UPI,Mobile,1
103045,69,Female,Single,High School,Retired,24582,1,2,604,23,1123.4,151,22,37.0,0,10,1,0,90.87,4.5,7,Net Banking,Mobile,1
103046,47,Female,Married,Post Graduate,Self-Employed,22465,3,2,508,6,713.72,92,21,28.9,6,7,1,0,52.88,4.7,6,Cash,Mobile,1
103047,37,Female,Married,Post Graduate,Retired,20169,2,3,336,13,433.75,154,16,14.5,6,2,1,1,26.11,4.7,4,Debit Card,Desktop,0
103048,38,Female,Single,High School,Employee,119596,2,4,868,3,323.58,133,27,14.3,0,0,1,1,18.59,2.1,9,Cash,Desktop,1
103049,61,Male,Single,Post Graduate,Employee,40419,1,5,380,16,755.91,16,23,2.0,10,5,1,1,15.06,4.2,5,Cash,Mobile,1
103050,49,Female,Married,High School,Self-Employed,130243,3,3,608,32,56.51,12,11,22.4,1,2,0,0,97.32,1.2,5,Credit Card,Desktop,0
103051,68,Female,Married,Graduate,Student,60850,2,6,668,23,414.22,67,15,34.0,8,8,0,1,87.98,2.9,5,UPI,Mobile,1
103052,63,Female,Married,Graduate,Student,69872,1,1,827,12,1358.54,187,21,12.7,6,2,0,0,27.86,3.0,4,Net Banking,Mobile,0
103053,66,Male,Married,Graduate,Employee,105819,2,4,750,23,379.31,283,17,29.3,1,5,0,1,48.04,4.5,6,Debit Card,Desktop,1
103054,38,Male,Single,Graduate,Employee,123768,1,3,894,12,126.88,322,10,15.9,18,7,0,0,67.14,3.0,5,Cash,Mobile,1
103055,52,Female,Married,Graduate,Employee,73517,3,4,808,25,115.69,306,12,16.4,20,1,0,1,37.75,4.4,8,Net Banking,Mobile,1
103056,49,Male,Married,Graduate,Employee,26148,2,1,830,9,746.52,341,29,9.2,8,6,1,1,12.27,3.0,10,Credit Card,Mobile,1
103057,47,Female,Married,Graduate,Business,145416,2,5,766,40,1413.59,166,30,23.1,18,4,0,0,89.47,4.4,4,UPI,Desktop,1
103058,56,Male,Married,Post Graduate,Business,147863,2,1,471,19,1343.77,261,4,18.8,10,8,1,1,37.35,1.3,6,UPI,Tablet,1
103059,66,Male,Married,Post Graduate,Retired,66329,1,3,742,24,811.89,205,26,20.0,4,4,0,0,78.96,1.0,3,Credit Card,Tablet,1
103060,29,Male,Married,Graduate,Employee,64653,1,1,770,34,357.76,192,30,13.7,7,9,0,0,88.33,4.2,9,Debit Card,Mobile,1
103061,58,Female,Married,Graduate,Employee,107814,3,6,568,13,929.91,239,7,7.6,19,4,1,1,21.23,1.9,4,Net Banking,Desktop,1
103062,64,Male,Married,High School,Employee,30957,2,6,867,15,1387.0,157,11,16.8,16,9,0,1,48.83,3.8,9,Cash,Mobile,1
103063,35,Male,Married,High School,Employee,25344,1,2,874,39,1292.57,227,21,14.7,3,3,1,1,58.01,3.8,4,Debit Card,Mobile,1
103064,38,Male,Married,Graduate,Employee,103891,2,3,822,15,1467.45,67,3,13.4,2,4,1,0,24.94,5.0,7,Net Banking,Mobile,0
103065,30,Male,Married,Graduate,Employee,58787,1,6,744,8,338.2,355,21,27.3,18,8,1,1,9.47,3.9,1,UPI,Tablet,0
103066,38,Male,Single,Graduate,Student,75987,3,2,372,23,620.91,188,23,18.5,8,1,1,0,98.31,2.5,2,Debit Card,Mobile,0
103067,25,Male,Single,Post Graduate,Self-Employed,104151,2,3,878,19,407.6,266,16,23.2,0,8,1,1,85.18,4.0,3,Credit Card,Mobile,1
103068,63,Female,Married,Graduate,Employee,114213,3,1,806,28,1294.83,88,2,25.4,10,5,0,0,17.86,3.6,3,Cash,Mobile,1
103069,57,Female,Divorced,Graduate,Employee,92000,2,5,885,38,521.9,348,19,30.7,3,8,0,1,89.81,2.4,7,Net Banking,Tablet,1
103070,63,Male,Single,Post Graduate,Student,40307,2,2,840,35,826.73,306,23,20.7,20,10,0,0,50.09,3.4,6,Credit Card,Mobile,1
103071,24,Male,Single,Graduate,Student,100729,3,6,510,32,1183.83,267,5,24.1,10,2,1,1,83.57,4.0,6,UPI,Mobile,1
103072,40,Female,Single,Graduate,Employee,21514,3,1,559,15,404.56,227,25,20.9,20,5,1,0,10.54,3.9,4,Debit Card,Mobile,1
103073,61,Male,Single,Post Graduate,Student,124150,2,2,422,36,1259.96,305,26,20.0,8,7,1,1,22.94,4.5,9,Cash,Desktop,1
103074,49,Female,Single,Graduate,Self-Employed,107883,3,3,851,10,616.38,28,14,10.7,19,2,1,1,34.26,1.6,9,UPI,Mobile,1
103075,28,Female,Married,Post Graduate,Retired,45612,1,3,682,39,245.17,182,25,37.2,10,4,0,1,93.5,1.9,3,Net Banking,Tablet,1
103076,39,Male,Married,Post Graduate,Employee,95322,2,5,443,14,897.86,156,2,6.7,20,1,1,1,56.88,3.8,7,Net Banking,Tablet,1
103077,39,Male,Married,Graduate,Self-Employed,55128,1,4,362,3,192.03,213,20,34.9,15,10,1,1,31.2,2.6,6,UPI,Mobile,1
103078,60,Female,Single,High School,Employee,84337,2,1,580,25,546.57,335,9,26.7,5,8,1,1,59.5,1.7,8,UPI,Mobile,1
103079,42,Male,Married,Post Graduate,Self-Employed,84350,2,6,590,40,960.53,49,5,23.2,7,6,1,1,94.61,2.9,10,Cash,Desktop,1
103080,39,Male,Married,Post Graduate,Self-Employed,121677,3,6,417,24,1131.8,14,21,16.3,2,9,1,1,24.56,2.0,3,Cash,Mobile,1
103081,45,Male,Single,High School,Business,112273,2,4,568,21,108.79,196,4,36.7,18,7,1,0,12.21,4.5,1,UPI,Desktop,1
103082,46,Female,Single,Graduate,Self-Employed,144212,3,3,512,1,716.93,135,3,3.8,18,10,0,0,85.0,2.6,5,Debit Card,Desktop,0
103083,30,Male,Married,Graduate,Self-Employed,41403,2,2,488,15,367.03,3,7,31.3,10,5,1,1,44.14,2.5,5,UPI,Mobile,1
103084,35,Male,Married,Post Graduate,Employee,140516,2,6,814,33,259.65,104,20,12.2,17,8,1,1,32.04,2.7,3,Net Banking,Desktop,1
103085,19,Female,Married,High School,Employee,134854,3,4,704,13,952.48,27,17,30.5,7,6,1,0,57.73,3.7,7,Cash,Tablet,1
103086,46,Male,Single,Graduate,Employee,86579,2,6,304,26,95.06,144,8,27.3,14,2,1,1,2.93,2.7,1,Net Banking,Desktop,0
103087,38,Male,Married,Graduate,Employee,22451,2,6,430,8,881.17,174,6,9.2,10,10,1,1,39.89,1.9,2,Net Banking,Tablet,0
103088,32,Male,Single,Graduate,Employee,93825,2,6,858,40,91.85,66,15,20.4,19,4,1,1,45.81,1.9,1,Cash,Desktop,1
103089,69,Female,Married,Post Graduate,Student,28881,1,5,600,25,1461.83,135,21,24.7,11,8,1,0,90.41,4.3,6,Credit Card,Mobile,0
103090,44,Female,Married,Post Graduate,Self-Employed,67245,3,2,334,12,583.09,320,2,12.9,13,2,0,1,54.64,2.6,7,UPI,Tablet,0
103091,67,Male,Single,High School,Retired,50990,3,1,637,21,1359.01,200,3,23.5,13,5,0,0,72.97,2.3,7,UPI,Mobile,0
103092,48,Male,Single,High School,Retired,52675,2,3,378,20,399.19,139,28,11.2,11,1,0,0,41.66,4.7,5,Credit Card,Desktop,0
103093,32,Male,Single,High School,Employee,56637,3,3,346,0,21.29,331,6,31.8,20,4,0,1,22.41,3.5,4,UPI,Mobile,0
103094,68,Male,Single,Graduate,Student,33713,2,6,527,34,500.83,242,1,15.2,3,0,0,1,65.82,4.6,5,UPI,Tablet,0
103095,40,Male,Single,Graduate,Business,38145,1,2,808,7,1347.64,212,30,4.6,17,8,1,0,34.25,4.1,3,Net Banking,Mobile,1
103096,41,Female,Married,Graduate,Self-Employed,76601,1,2,433,35,732.29,248,19,28.9,13,5,1,1,1.93,4.5,2,Debit Card,Desktop,1
103097,61,Female,Married,High School,Employee,115843,2,2,500,37,825.16,168,24,27.2,10,0,1,0,97.63,4.6,7,Debit Card,Tablet,1
103098,30,Male,Married,High School,Business,132622,3,1,340,10,1290.51,273,2,38.7,14,3,1,1,76.83,4.2,5,Cash,Desktop,0
103099,39,Female,Married,High School,Employee,132255,3,5,655,2,703.64,119,18,37.9,3,5,1,1,5.59,4.8,5,UPI,Mobile,1
103100,60,Female,Married,Graduate,Business,80011,2,1,572,26,1061.1,135,16,12.5,2,1,1,1,24.5,3.4,2,Cash,Desktop,1
103101,54,Female,Divorced,Graduate,Employee,35698,3,4,517,20,340.15,60,1,18.3,9,7,1,0,29.42,3.4,6,Net Banking,Mobile,0
103102,50,Male,Single,Graduate,Business,109343,1,4,437,28,426.03,254,30,27.5,4,3,0,1,55.19,2.4,3,Debit Card,Mobile,1
103103,20,Male,Married,High School,Self-Employed,68575,3,6,753,34,1413.83,54,20,12.5,6,0,1,1,28.96,4.3,10,UPI,Mobile,1
103104,36,Male,Single,Post Graduate,Student,57737,1,4,771,18,1361.1,294,28,5.2,19,10,0,1,91.13,3.1,6,Cash,Mobile,1
103105,40,Male,Single,Post Graduate,Employee,27363,2,3,406,10,957.72,229,4,36.8,17,7,0,1,84.01,1.6,8,Cash,Mobile,0
103106,46,Female,Married,High School,Self-Employed,89737,3,4,426,22,1380.48,285,28,32.1,16,9,1,1,94.38,2.4,1,Net Banking,Mobile,1
103107,47,Female,Married,Graduate,Employee,54266,2,5,539,39,720.28,19,5,32.2,18,8,1,0,38.48,4.3,5,Credit Card,Mobile,1
103108,56,Male,Married,High School,Employee,87126,3,5,763,23,1021.47,193,18,19.7,18,7,1,1,49.89,4.6,1,Cash,Mobile,0
103109,61,Male,Single,High School,Employee,82274,1,1,404,21,155.18,203,27,7.4,18,4,1,0,23.22,2.1,10,Cash,Tablet,0
103110,64,Female,Single,Post Graduate,Self-Employed,72592,1,6,344,23,1476.96,276,6,27.4,15,10,1,0,45.77,1.6,3,Cash,Desktop,1
103111,42,Female,Married,Graduate,Employee,91979,2,3,823,5,445.03,305,8,23.2,13,1,0,1,71.97,4.4,9,Credit Card,Desktop,0
103112,54,Female,Single,Graduate,Self-Employed,41178,3,6,685,37,119.98,277,19,30.9,6,6,1,0,59.81,3.7,9,Debit Card,Mobile,1
103113,64,Male,Single,Post Graduate,Student,95134,3,5,807,5,898.91,324,25,9.1,17,3,1,1,50.75,1.3,4,Credit Card,Desktop,1
103114,25,Female,Single,Graduate,Employee,72363,1,3,897,40,1125.55,141,14,6.4,17,9,1,1,5.53,2.5,6,Cash,Mobile,1
103115,59,Female,Divorced,Graduate,Employee,47299,3,3,444,14,1481.7,133,15,7.4,18,0,0,0,90.89,1.3,3,Debit Card,Mobile,0
103116,33,Female,Single,Graduate,Employee,143494,2,5,742,3,470.38,336,3,27.2,3,4,1,0,86.58,4.1,2,Credit Card,Desktop,1
103117,25,Male,Married,High School,Employee,85921,2,5,562,12,1056.2,199,9,31.2,11,6,1,0,29.23,4.8,3,Net Banking,Desktop,1
103118,18,Male,Married,Post Graduate,Self-Employed,75550,1,5,575,7,638.86,296,5,27.0,18,7,0,0,83.37,1.2,7,UPI,Desktop,1
103119,61,Male,Married,High School,Business,145051,1,5,527,15,534.66,299,8,38.1,14,3,1,1,55.43,1.5,10,Debit Card,Mobile,1
103120,22,Female,Married,High School,Employee,87625,2,6,417,30,1141.94,52,11,13.0,0,4,1,1,34.05,2.4,4,Net Banking,Mobile,1
103121,20,Female,Married,High School,Self-Employed,29721,2,6,501,25,856.01,47,6,33.7,12,6,1,0,14.51,1.5,9,Debit Card,Mobile,1
103122,18,Female,Divorced,High School,Employee,69313,1,2,488,32,945.85,28,14,36.3,17,3,0,0,91.89,1.3,1,Debit Card,Mobile,0
103123,21,Female,Married,Graduate,Self-Employed,97669,3,4,316,37,332.61,65,13,6.4,11,10,1,0,9.26,3.3,9,Credit Card,Desktop,1
103124,57,Male,Single,Post Graduate,Employee,105790,2,2,768,35,720.34,92,6,25.4,8,1,1,0,56.96,2.6,8,Debit Card,Desktop,1
103125,52,Male,Single,Post Graduate,Employee,105316,3,6,407,10,271.66,175,8,38.2,5,6,1,1,73.14,3.0,8,Credit Card,Desktop,0
103126,49,Male,Divorced,Graduate,Business,98227,2,1,684,24,1333.96,299,22,35.5,0,4,1,0,20.98,4.6,5,Credit Card,Desktop,1
103127,59,Male,Married,High School,Employee,25413,3,2,310,19,250.11,70,19,16.0,4,6,1,1,15.0,5.0,6,Debit Card,Mobile,1
103128,51,Female,Married,High School,Business,115743,1,1,546,28,1238.09,132,4,37.4,15,1,0,1,80.49,4.6,4,Debit Card,Desktop,1
103129,60,Female,Married,High School,Employee,143466,2,2,458,15,544.7,103,12,17.9,4,6,0,0,11.98,1.9,6,Net Banking,Tablet,1
103130,42,Male,Married,High School,Business,110718,3,1,680,7,1054.46,261,2,26.5,20,6,1,0,69.42,5.0,3,Cash,Mobile,0
103131,27,Female,Single,Graduate,Retired,104859,3,6,853,10,1066.69,272,29,5.8,10,7,1,1,44.1,4.8,10,UPI,Tablet,1
103132,38,Female,Single,Post Graduate,Employee,44664,3,4,534,5,895.69,225,5,28.7,8,10,1,0,47.74,4.9,2,UPI,Mobile,0
103133,63,Male,Married,Graduate,Self-Employed,44963,3,4,818,39,210.16,47,3,15.2,13,9,1,1,95.23,3.8,10,Credit Card,Desktop,1
103134,56,Male,Single,Post Graduate,Employee,122996,1,4,408,31,1266.17,226,15,25.0,7,9,1,0,86.84,4.4,10,Debit Card,Tablet,1
103135,44,Male,Single,Graduate,Employee,66397,1,5,410,6,536.66,184,3,29.0,20,8,0,0,32.37,2.2,5,Debit Card,Mobile,0
103136,44,Male,Married,Graduate,Self-Employed,70536,3,3,460,35,669.39,8,13,11.3,12,9,1,0,59.76,2.7,7,Cash,Mobile,1
103137,19,Female,Single,Post Graduate,Employee,113824,1,1,568,22,819.31,229,12,22.5,12,4,0,0,81.7,3.2,8,Net Banking,Mobile,1
103138,58,Male,Single,Graduate,Employee,111049,3,1,434,26,52.57,146,1,2.7,6,5,1,0,24.18,4.5,4,UPI,Tablet,0
103139,65,Male,Married,Graduate,Self-Employed,57554,3,6,527,25,1179.55,95,20,3.7,7,7,1,1,77.06,4.1,10,UPI,Desktop,1
103140,30,Female,Married,Graduate,Employee,24720,2,5,723,15,180.81,258,2,30.0,1,10,1,0,98.3,2.7,1,Debit Card,Mobile,0
103141,26,Female,Single,High School,Self-Employed,64324,3,4,771,7,1247.9,126,14,26.4,2,8,1,1,31.93,1.4,3,Debit Card,Tablet,0
103142,69,Male,Married,Post Graduate,Business,51146,2,6,884,28,1437.83,279,22,9.6,5,4,1,0,96.55,2.0,2,Credit Card,Mobile,0
103143,53,Female,Married,High School,Business,57620,1,6,512,38,775.18,200,6,18.5,5,3,0,0,5.77,5.0,5,Cash,Mobile,0
103144,39,Male,Single,Graduate,Employee,107485,3,1,665,23,1027.03,70,6,28.1,2,3,0,0,61.87,3.3,2,Net Banking,Mobile,1
103145,59,Male,Single,Graduate,Employee,61266,2,4,791,19,1072.61,73,18,20.2,0,5,1,0,15.72,1.0,7,Debit Card,Mobile,1
103146,43,Female,Single,Graduate,Employee,23636,1,4,643,26,265.55,348,28,37.2,0,10,0,1,85.48,1.5,10,Net Banking,Mobile,0
103147,29,Male,Married,High School,Employee,129056,3,2,572,20,435.3,33,25,35.3,8,1,0,1,79.72,1.3,4,UPI,Mobile,0
103148,34,Female,Married,High School,Employee,69599,2,4,438,6,1377.67,328,5,25.8,1,4,1,1,22.32,3.4,2,UPI,Mobile,0
103149,31,Male,Married,Graduate,Employee,34223,1,1,403,20,295.83,5,16,36.1,15,4,1,1,59.66,1.1,6,Net Banking,Mobile,1
103150,31,Male,Married,Graduate,Student,121633,3,6,555,2,1411.49,161,26,26.4,20,4,1,1,78.81,3.6,7,UPI,Desktop,1
103151,51,Male,Single,High School,Self-Employed,79521,3,4,301,19,1109.98,114,15,24.5,11,1,0,1,51.57,1.8,9,Net Banking,Desktop,0
103152,70,Male,Single,Post Graduate,Business,73738,1,4,795,13,215.22,188,27,34.7,15,0,1,1,60.65,3.4,3,Net Banking,Mobile,1
103153,37,Female,Single,Post Graduate,Retired,89177,1,3,713,37,1210.16,251,19,31.0,14,9,0,0,95.18,1.6,9,Debit Card,Mobile,1
103154,28,Female,Single,Graduate,Retired,126512,1,4,412,20,83.74,257,2,14.3,9,0,0,1,42.89,1.7,5,Cash,Tablet,0
103155,33,Female,Married,Graduate,Student,24309,3,6,622,10,856.62,295,17,28.0,8,9,1,1,79.68,1.2,8,Credit Card,Mobile,1
103156,68,Female,Married,High School,Employee,100079,3,5,865,0,1435.43,358,16,28.3,1,0,0,0,8.88,4.0,1,Net Banking,Mobile,1
103157,48,Male,Single,Post Graduate,Employee,101612,3,4,593,15,646.96,111,22,9.1,14,0,0,1,84.46,2.9,5,Debit Card,Mobile,1
103158,23,Female,Single,Post Graduate,Employee,24614,3,4,367,11,516.12,106,23,27.3,3,8,1,0,14.73,3.1,9,Net Banking,Desktop,1
103159,36,Female,Single,Graduate,Student,45969,2,6,862,11,1402.76,227,10,7.2,11,0,0,1,26.71,3.9,3,Credit Card,Mobile,0
103160,54,Female,Divorced,Graduate,Retired,114525,1,3,610,9,39.78,257,21,9.6,9,9,1,0,86.08,3.6,1,Debit Card,Tablet,1
103161,21,Female,Married,Graduate,Student,76208,3,5,637,10,74.27,81,19,13.5,19,7,0,1,75.88,1.8,6,Debit Card,Mobile,1
103162,64,Female,Married,Graduate,Employee,42036,2,5,630,35,1482.5,48,25,2.3,7,3,0,1,0.79,2.1,9,Debit Card,Mobile,1
103163,21,Male,Single,Graduate,Business,29694,1,2,846,37,130.29,289,1,14.6,3,10,0,1,9.02,4.5,2,Net Banking,Mobile,1
103164,37,Female,Single,Graduate,Retired,91416,3,6,809,31,1450.65,56,24,2.6,18,1,1,1,75.63,2.8,9,Debit Card,Mobile,1
103165,27,Male,Single,High School,Employee,25070,2,4,755,28,308.25,299,17,5.3,11,6,1,1,74.79,1.1,7,Cash,Desktop,1
103166,41,Male,Divorced,Graduate,Employee,141407,3,2,725,24,1069.9,311,19,39.3,14,1,1,1,96.05,3.7,7,Net Banking,Desktop,1
103167,52,Female,Married,Graduate,Self-Employed,83530,3,6,762,21,725.76,264,22,19.7,9,7,1,0,40.27,1.5,1,Credit Card,Mobile,0
103168,43,Male,Married,High School,Employee,106870,1,1,797,15,298.91,155,14,30.1,19,3,1,1,65.87,2.2,7,Credit Card,Tablet,1
103169,54,Male,Married,Post Graduate,Employee,116244,1,1,381,3,1374.67,70,20,3.6,5,9,1,0,7.52,1.3,5,Credit Card,Mobile,1
103170,55,Male,Married,Graduate,Self-Employed,42196,3,3,352,16,1285.77,126,21,11.1,11,2,0,0,8.65,3.2,10,Cash,Mobile,1
103171,38,Female,Single,Graduate,Employee,133832,2,2,884,40,168.44,248,12,11.8,6,7,1,0,51.11,3.3,1,Credit Card,Tablet,1
103172,57,Male,Single,High School,Employee,104461,1,1,881,16,316.18,138,23,17.6,8,8,0,1,10.26,3.1,5,Cash,Mobile,0
103173,56,Female,Married,Graduate,Employee,146745,2,3,442,30,640.07,196,17,5.3,14,4,1,1,43.74,1.2,9,Net Banking,Mobile,0
103174,38,Male,Single,Post Graduate,Student,127229,1,1,440,7,675.6,102,18,39.3,15,6,1,0,94.92,1.2,8,Cash,Desktop,1
103175,27,Male,Single,Graduate,Employee,147946,3,2,422,12,242.21,13,20,29.3,7,9,1,0,2.89,2.4,2,Debit Card,Mobile,1
103176,55,Male,Married,Graduate,Self-Employed,108165,1,2,494,26,277.29,130,7,18.7,2,10,0,1,46.56,4.7,10,UPI,Mobile,0
103177,63,Female,Divorced,Graduate,Self-Employed,96057,2,6,304,39,1146.79,355,10,29.2,11,5,1,0,24.08,3.3,10,Credit Card,Mobile,1
103178,21,Male,Divorced,Graduate,Business,140059,1,3,522,39,703.93,91,27,31.0,18,6,1,0,56.08,3.7,3,Debit Card,Desktop,1
